"All the muscles and tendons are ready and victorious, give your best now, the way forward is not the way back, Elon, Trump, forward to victory without worry lead the team of all people, an honorable victory without defeat is worthy of a sunny expression. Thank you for being Elon Musk, Donald Trump and the Republicans Winners, Thank you for winning the election of 2024. Thank you.","All the muscles and tendons are ready and victorious, give your best now, the way forward is not the way back, Elon, Trump, forward to victory without worry lead the team of all people, an honorable victory without defeat is worthy of a sunny expression. Thank you for being Elon Musk, Donald Trump and the Republicans Winners, Thank you for winning the election of 2024. Thank you."
outstanding,outstanding
"Return the channel of the channel you hacked as soon as possible,","Return the channel of the channel you hacked as soon as possible,"
This channel hacked my account!,This channel hacked my account!
This channel is hacked,This channel is hacked
Amazing,Amazing
This is the exact car for me,This is the exact car for me
Вы мошенники верните канал а то случится с вами плохое,"You are fraudsters return the channel, otherwise it will happen to you bad"
Воры,Thieves
CANAL HACKEADO Y ROBADO A ANDRéS GARCíA,Channel hacked and stolen from Andrés García
Honestly its impressive,Honestly its impressive
"This is so cool, just like the train that took me between two cities. didn't even have to drive, or pay 50000 dollars for a car. crazy technology!","This is so cool, just like the train that took me between two cities. didn't even have to drive, or pay 50000 dollars for a car. crazy technology!"
Верните канал!,The faithful channel!
Boycot tesla,Boycot tesla
Scam channel,Scam channel
This is the official Tesla account. This account has nothing to do with hackers stealing accounts and making fake Tesla accounts to steal crypto. The real Tesla has nothing to do with that.,This is the official Tesla account. This account has nothing to do with hackers stealing accounts and making fake Tesla accounts to steal crypto. The real Tesla has nothing to do with that.
My car tried to stop on the freeway because it didn’t understand how the exit worked and missed the exit but was still navigated to take the exit. Had to take over real quick!,My car tried to stop on the freeway because it didn’t understand how the exit worked and missed the exit but was still navigated to take the exit. Had to take over real quick!
Верните канал девочке,Return the channel to the girl
Mano q ódio,Hate q hate
Воры,Thieves
Had my model less than 2 months and use FSD 99.9% of the time.,Had my model less than 2 months and use FSD 99.9% of the time.
How long would Battery last longand  how much will be the cost of Battery if we have to change?,How long would Battery last longand  how much will be the cost of Battery if we have to change?
Don't do stupid things. That channel belongs to a guy from Sri Lanka. Why are you stealing that channel? You don't have to spend a single penny to steal that channel.,Don't do stupid things. That channel belongs to a guy from Sri Lanka. Why are you stealing that channel? You don't have to spend a single penny to steal that channel.
ОТДАЙ АККАУНТ ОБРАТНО ХАКЕР НЕ ДОДЕЛАННЫЙ,Give the account the hacker not completed back
Was this video speed on Fast Forward? Because my Tesla doesn't go that quick in FSD.,Was this video speed on Fast Forward? Because my Tesla doesn't go that quick in FSD.
Did anyone else see how fast 4RA updates the odds? Feels faster than a rocket!,Did anyone else see how fast 4RA updates the odds? Feels faster than a rocket!
"Soon it will be better at drving than humans, imagine the fastest race cars driving perfectly and drifting around circuits. would be so entertaining","Soon it will be better at drving than humans, imagine the fastest race cars driving perfectly and drifting around circuits. would be so entertaining"
Im wondering if say i moved from west coast to say germany and took my tesla. Would it update automatically with German driving regulations? I dont know if theyre much different or not.,Im wondering if say i moved from west coast to say germany and took my tesla. Would it update automatically with German driving regulations? I dont know if theyre much different or not.
Having to make sure the "Self-Driving" Tesla doesn't swerve into oncoming traffice would definitely be more stressful than fully driving the car myself.,Having to make sure the "Self-Driving" Tesla doesn't swerve into oncoming traffice would definitely be more stressful than fully driving the car myself.
"I RSVP’d too late for the we robot event.. boo, I’m there in spirit. Hope to see the replay here(Chesterfield )","I RSVP’d too late for the we robot event.. boo, I’m there in spirit. Hope to see the replay here(Chesterfield )"
"wonder how well it can find a parking spot. If there are no spots at the desired location, can it search for parking spaces nearby?","wonder how well it can find a parking spot. If there are no spots at the desired location, can it search for parking spaces nearby?"
Incredible...,Incredible...
Tesla Cybertruck getting the full self driving mode too!,Tesla Cybertruck getting the full self driving mode too!
Extremely cool but odd to call it full self driving if it still has to be supervised,Extremely cool but odd to call it full self driving if it still has to be supervised
What happens when the roads are outdated on gps?,What happens when the roads are outdated on gps?
Now the rest of the world would like it please!,Now the rest of the world would like it please!
GIVE US GIO BACK,GIVE US GIO BACK
make it honk the horn when someone isn't driving properly,make it honk the horn when someone isn't driving properly
Why did you guys steal my youtube account? Am so frustrated,Why did you guys steal my youtube account? Am so frustrated
Is there a way to get a free trial of this update ?,Is there a way to get a free trial of this update ?
I love teslas I'm a kid and I will buy one when im old enough,I love teslas I'm a kid and I will buy one when im old enough
Give us more FSD trials please!,Give us more FSD trials please!
THIS WITH A STEAM DECK WOULD BE SICK,THIS WITH A STEAM DECK WOULD BE SICK
"Much countries have a lot bad traffic and excidents on roads. More then other countries. If take to attention this, it could be beneficial to make more attention on those countries. Including cyber crimes, and possibilities for self driving cars","Much countries have a lot bad traffic and excidents on roads. More then other countries. If take to attention this, it could be beneficial to make more attention on those countries. Including cyber crimes, and possibilities for self driving cars"
